"release_name","scan_timestamp","configured_limits","xmp_file_total","other_file_total","blocker_total","review_total","path","byte_size","sha256","normalized_settings_sha256","preset_name","preset_group","preset_identifier","preset_type","process_version","creator_tool","camera_profile_reference","compatibility_flags","declared_namespaces","active_setting_count","active_setting_names","camera_raw_property_names","status","check_id","severity","evidence"
"fictional-xmp-release.zip","2026-08-31T05:00:00.000Z","50 MB ZIP · 100 MB expanded · 500 XMP files · 2 MB per XMP · 5,000 entries · 240-character paths","7","1","0","24","Duplicates/settings-a.xmp","812","bc6822ceda96f0d876d7825759c4108bd2f3623a51e5db2fef4057a3b5504433","bda8561a15fdd0927dfc79ac2d662e25a45313a53277003df3de2dce5465af9b","Settings A","Fictional Studio Set","FICTIONAL-A","Normal","15.4","Fictional Preset Exporter 1.0","","SupportsAmount=true | SupportsColor=true | SupportsMonochrome=true | SupportsHighDynamicRange= | SupportsNormalDynamicRange= | SupportsSceneReferred= | SupportsOutputReferred= | RequiresRGBTables= | CameraModelRestriction=","crs=http://ns.adobe.com/camera-raw-settings/1.0/ | rdf=http://www.w3.org/1999/02/22-rdf-syntax-ns# | x=adobe:ns:meta/ | xmp=http://ns.adobe.com/xap/1.0/","3","Contrast2012 | Exposure2012 | Texture","Contrast2012 | Exposure2012 | Group | HasSettings | Name | PresetType | ProcessVersion | SupportsAmount | SupportsColor | SupportsMonochrome | Texture | UUID","review","mixed-compatibility-flags","review","Compatibility and support flags differ across the pack."
"fictional-xmp-release.zip","2026-08-31T05:00:00.000Z","50 MB ZIP · 100 MB expanded · 500 XMP files · 2 MB per XMP · 5,000 entries · 240-character paths","7","1","0","24","Duplicates/settings-a.xmp","812","bc6822ceda96f0d876d7825759c4108bd2f3623a51e5db2fef4057a3b5504433","bda8561a15fdd0927dfc79ac2d662e25a45313a53277003df3de2dce5465af9b","Settings A","Fictional Studio Set","FICTIONAL-A","Normal","15.4","Fictional Preset Exporter 1.0","","SupportsAmount=true | SupportsColor=true | SupportsMonochrome=true | SupportsHighDynamicRange= | SupportsNormalDynamicRange= | SupportsSceneReferred= | SupportsOutputReferred= | RequiresRGBTables= | CameraModelRestriction=","crs=http://ns.adobe.com/camera-raw-settings/1.0/ | rdf=http://www.w3.org/1999/02/22-rdf-syntax-ns# | x=adobe:ns:meta/ | xmp=http://ns.adobe.com/xap/1.0/","3","Contrast2012 | Exposure2012 | Texture","Contrast2012 | Exposure2012 | Group | HasSettings | Name | PresetType | ProcessVersion | SupportsAmount | SupportsColor | SupportsMonochrome | Texture | UUID","review","normalized-setting-match","review","The same normalized Camera Raw setting payload also appears at: Duplicates/exact-copy.xmp, Duplicates/exact.xmp, Duplicates/settings-b.xmp, Portraits/soft-portrait.xmp"
"fictional-xmp-release.zip","2026-08-31T05:00:00.000Z","50 MB ZIP · 100 MB expanded · 500 XMP files · 2 MB per XMP · 5,000 entries · 240-character paths","7","1","0","24","Duplicates/settings-b.xmp","812","8caa8fada94190668ac8a6cfdf8ec79130f89d5e76a2c5bbdb75a23815716fc1","bda8561a15fdd0927dfc79ac2d662e25a45313a53277003df3de2dce5465af9b","Settings B","Fictional Studio Set","FICTIONAL-B","Normal","15.4","Fictional Preset Exporter 1.0","","SupportsAmount=true | SupportsColor=true | SupportsMonochrome=true | SupportsHighDynamicRange= | SupportsNormalDynamicRange= | SupportsSceneReferred= | SupportsOutputReferred= | RequiresRGBTables= | CameraModelRestriction=","crs=http://ns.adobe.com/camera-raw-settings/1.0/ | rdf=http://www.w3.org/1999/02/22-rdf-syntax-ns# | x=adobe:ns:meta/ | xmp=http://ns.adobe.com/xap/1.0/","3","Contrast2012 | Exposure2012 | Texture","Contrast2012 | Exposure2012 | Group | HasSettings | Name | PresetType | ProcessVersion | SupportsAmount | SupportsColor | SupportsMonochrome | Texture | UUID","review","mixed-compatibility-flags","review","Compatibility and support flags differ across the pack."
"fictional-xmp-release.zip","2026-08-31T05:00:00.000Z","50 MB ZIP · 100 MB expanded · 500 XMP files · 2 MB per XMP · 5,000 entries · 240-character paths","7","1","0","24","Duplicates/settings-b.xmp","812","8caa8fada94190668ac8a6cfdf8ec79130f89d5e76a2c5bbdb75a23815716fc1","bda8561a15fdd0927dfc79ac2d662e25a45313a53277003df3de2dce5465af9b","Settings B","Fictional Studio Set","FICTIONAL-B","Normal","15.4","Fictional Preset Exporter 1.0","","SupportsAmount=true | SupportsColor=true | SupportsMonochrome=true | SupportsHighDynamicRange= | SupportsNormalDynamicRange= | SupportsSceneReferred= | SupportsOutputReferred= | RequiresRGBTables= | CameraModelRestriction=","crs=http://ns.adobe.com/camera-raw-settings/1.0/ | rdf=http://www.w3.org/1999/02/22-rdf-syntax-ns# | x=adobe:ns:meta/ | xmp=http://ns.adobe.com/xap/1.0/","3","Contrast2012 | Exposure2012 | Texture","Contrast2012 | Exposure2012 | Group | HasSettings | Name | PresetType | ProcessVersion | SupportsAmount | SupportsColor | SupportsMonochrome | Texture | UUID","review","normalized-setting-match","review","The same normalized Camera Raw setting payload also appears at: Duplicates/exact-copy.xmp, Duplicates/exact.xmp, Duplicates/settings-a.xmp, Portraits/soft-portrait.xmp"
"fictional-xmp-release.zip","2026-08-31T05:00:00.000Z","50 MB ZIP · 100 MB expanded · 500 XMP files · 2 MB per XMP · 5,000 entries · 240-character paths","7","1","0","24","Landscapes/crisp-landscape.xmp","852","18c95685e3e0f3f680759d9c96afcbc124ba905afa6c54ba5444996afa218451","78ae8ddcbf4f042018b4ddfbfe92b2a73676755011474bcfed5274f75c50b582","Fictional Crisp Landscape","Fictional Studio Set","5EEB994E-B6E5-44BF-85D8-85732987D6A4","Normal","15.4","Fictional Preset Exporter 1.0","","SupportsAmount=true | SupportsColor=true | SupportsMonochrome=true | SupportsHighDynamicRange= | SupportsNormalDynamicRange= | SupportsSceneReferred= | SupportsOutputReferred= | RequiresRGBTables= | CameraModelRestriction=","crs=http://ns.adobe.com/camera-raw-settings/1.0/ | rdf=http://www.w3.org/1999/02/22-rdf-syntax-ns# | x=adobe:ns:meta/ | xmp=http://ns.adobe.com/xap/1.0/","3","Contrast2012 | Dehaze | Exposure2012","Contrast2012 | Dehaze | Exposure2012 | Group | HasSettings | Name | PresetType | ProcessVersion | SupportsAmount | SupportsColor | SupportsMonochrome | UUID","review","mixed-compatibility-flags","review","Compatibility and support flags differ across the pack."
"fictional-xmp-release.zip","2026-08-31T05:00:00.000Z","50 MB ZIP · 100 MB expanded · 500 XMP files · 2 MB per XMP · 5,000 entries · 240-character paths","7","1","0","24","Portraits/soft-portrait.xmp","850","389157f64617ee4f3291b9f034c43ada216ebaab50e6168752e19d2b81bedff7","bda8561a15fdd0927dfc79ac2d662e25a45313a53277003df3de2dce5465af9b","Fictional Soft Portrait","Fictional Studio Set","B1A8770E-EB38-4EDB-AEED-164933D55796","Normal","15.4","Fictional Preset Exporter 1.0","","SupportsAmount=true | SupportsColor=true | SupportsMonochrome=true | SupportsHighDynamicRange= | SupportsNormalDynamicRange= | SupportsSceneReferred= | SupportsOutputReferred= | RequiresRGBTables= | CameraModelRestriction=","crs=http://ns.adobe.com/camera-raw-settings/1.0/ | rdf=http://www.w3.org/1999/02/22-rdf-syntax-ns# | x=adobe:ns:meta/ | xmp=http://ns.adobe.com/xap/1.0/","3","Contrast2012 | Exposure2012 | Texture","Contrast2012 | Exposure2012 | Group | HasSettings | Name | PresetType | ProcessVersion | SupportsAmount | SupportsColor | SupportsMonochrome | Texture | UUID","review","duplicate-name-in-group","review","The same displayed group and name also appear at: Duplicates/exact-copy.xmp, Duplicates/exact.xmp"
"fictional-xmp-release.zip","2026-08-31T05:00:00.000Z","50 MB ZIP · 100 MB expanded · 500 XMP files · 2 MB per XMP · 5,000 entries · 240-character paths","7","1","0","24","Portraits/soft-portrait.xmp","850","389157f64617ee4f3291b9f034c43ada216ebaab50e6168752e19d2b81bedff7","bda8561a15fdd0927dfc79ac2d662e25a45313a53277003df3de2dce5465af9b","Fictional Soft Portrait","Fictional Studio Set","B1A8770E-EB38-4EDB-AEED-164933D55796","Normal","15.4","Fictional Preset Exporter 1.0","","SupportsAmount=true | SupportsColor=true | SupportsMonochrome=true | SupportsHighDynamicRange= | SupportsNormalDynamicRange= | SupportsSceneReferred= | SupportsOutputReferred= | RequiresRGBTables= | CameraModelRestriction=","crs=http://ns.adobe.com/camera-raw-settings/1.0/ | rdf=http://www.w3.org/1999/02/22-rdf-syntax-ns# | x=adobe:ns:meta/ | xmp=http://ns.adobe.com/xap/1.0/","3","Contrast2012 | Exposure2012 | Texture","Contrast2012 | Exposure2012 | Group | HasSettings | Name | PresetType | ProcessVersion | SupportsAmount | SupportsColor | SupportsMonochrome | Texture | UUID","review","exact-duplicate","review","Identical bytes also appear at: Duplicates/exact-copy.xmp, Duplicates/exact.xmp"
"fictional-xmp-release.zip","2026-08-31T05:00:00.000Z","50 MB ZIP · 100 MB expanded · 500 XMP files · 2 MB per XMP · 5,000 entries · 240-character paths","7","1","0","24","Portraits/soft-portrait.xmp","850","389157f64617ee4f3291b9f034c43ada216ebaab50e6168752e19d2b81bedff7","bda8561a15fdd0927dfc79ac2d662e25a45313a53277003df3de2dce5465af9b","Fictional Soft Portrait","Fictional Studio Set","B1A8770E-EB38-4EDB-AEED-164933D55796","Normal","15.4","Fictional Preset Exporter 1.0","","SupportsAmount=true | SupportsColor=true | SupportsMonochrome=true | SupportsHighDynamicRange= | SupportsNormalDynamicRange= | SupportsSceneReferred= | SupportsOutputReferred= | RequiresRGBTables= | CameraModelRestriction=","crs=http://ns.adobe.com/camera-raw-settings/1.0/ | rdf=http://www.w3.org/1999/02/22-rdf-syntax-ns# | x=adobe:ns:meta/ | xmp=http://ns.adobe.com/xap/1.0/","3","Contrast2012 | Exposure2012 | Texture","Contrast2012 | Exposure2012 | Group | HasSettings | Name | PresetType | ProcessVersion | SupportsAmount | SupportsColor | SupportsMonochrome | Texture | UUID","review","mixed-compatibility-flags","review","Compatibility and support flags differ across the pack."
"fictional-xmp-release.zip","2026-08-31T05:00:00.000Z","50 MB ZIP · 100 MB expanded · 500 XMP files · 2 MB per XMP · 5,000 entries · 240-character paths","7","1","0","24","Portraits/soft-portrait.xmp","850","389157f64617ee4f3291b9f034c43ada216ebaab50e6168752e19d2b81bedff7","bda8561a15fdd0927dfc79ac2d662e25a45313a53277003df3de2dce5465af9b","Fictional Soft Portrait","Fictional Studio Set","B1A8770E-EB38-4EDB-AEED-164933D55796","Normal","15.4","Fictional Preset Exporter 1.0","","SupportsAmount=true | SupportsColor=true | SupportsMonochrome=true | SupportsHighDynamicRange= | SupportsNormalDynamicRange= | SupportsSceneReferred= | SupportsOutputReferred= | RequiresRGBTables= | CameraModelRestriction=","crs=http://ns.adobe.com/camera-raw-settings/1.0/ | rdf=http://www.w3.org/1999/02/22-rdf-syntax-ns# | x=adobe:ns:meta/ | xmp=http://ns.adobe.com/xap/1.0/","3","Contrast2012 | Exposure2012 | Texture","Contrast2012 | Exposure2012 | Group | HasSettings | Name | PresetType | ProcessVersion | SupportsAmount | SupportsColor | SupportsMonochrome | Texture | UUID","review","normalized-setting-match","review","The same normalized Camera Raw setting payload also appears at: Duplicates/exact-copy.xmp, Duplicates/exact.xmp, Duplicates/settings-a.xmp, Duplicates/settings-b.xmp"
"fictional-xmp-release.zip","2026-08-31T05:00:00.000Z","50 MB ZIP · 100 MB expanded · 500 XMP files · 2 MB per XMP · 5,000 entries · 240-character paths","7","1","0","24","Portraits/soft-portrait.xmp","850","389157f64617ee4f3291b9f034c43ada216ebaab50e6168752e19d2b81bedff7","bda8561a15fdd0927dfc79ac2d662e25a45313a53277003df3de2dce5465af9b","Fictional Soft Portrait","Fictional Studio Set","B1A8770E-EB38-4EDB-AEED-164933D55796","Normal","15.4","Fictional Preset Exporter 1.0","","SupportsAmount=true | SupportsColor=true | SupportsMonochrome=true | SupportsHighDynamicRange= | SupportsNormalDynamicRange= | SupportsSceneReferred= | SupportsOutputReferred= | RequiresRGBTables= | CameraModelRestriction=","crs=http://ns.adobe.com/camera-raw-settings/1.0/ | rdf=http://www.w3.org/1999/02/22-rdf-syntax-ns# | x=adobe:ns:meta/ | xmp=http://ns.adobe.com/xap/1.0/","3","Contrast2012 | Exposure2012 | Texture","Contrast2012 | Exposure2012 | Group | HasSettings | Name | PresetType | ProcessVersion | SupportsAmount | SupportsColor | SupportsMonochrome | Texture | UUID","review","repeated-identifier","review","The same preset identifier also appears at: Duplicates/exact-copy.xmp, Duplicates/exact.xmp"
"fictional-xmp-release.zip","2026-08-31T05:00:00.000Z","50 MB ZIP · 100 MB expanded · 500 XMP files · 2 MB per XMP · 5,000 entries · 240-character paths","7","1","0","24","Profiles/restricted-profile.xmp","874","8259607fab0cc5872bfa3a846d040d2859dafa69a1f8f82be204ffb9749310f4","c7f67a6d62ab452b8732b1df5c9fd4fa725840e2a73de57723b5b84b8747a081","Profile Review","Fictional Studio Set","FICTIONAL-PROFILE","Normal","15.4","Fictional Preset Exporter 1.0","Fictional Camera Profile","SupportsAmount=true | SupportsColor=true | SupportsMonochrome=false | SupportsHighDynamicRange= | SupportsNormalDynamicRange= | SupportsSceneReferred= | SupportsOutputReferred= | RequiresRGBTables= | CameraModelRestriction=","crs=http://ns.adobe.com/camera-raw-settings/1.0/ | rdf=http://www.w3.org/1999/02/22-rdf-syntax-ns# | x=adobe:ns:meta/ | xmp=http://ns.adobe.com/xap/1.0/","4","CameraProfile | Contrast2012 | Exposure2012 | Texture","CameraProfile | Contrast2012 | Exposure2012 | Group | HasSettings | Name | PresetType | ProcessVersion | SupportsAmount | SupportsColor | SupportsMonochrome | Texture | UUID","review","camera-profile-reference","review","Camera profile reference: Fictional Camera Profile"
"fictional-xmp-release.zip","2026-08-31T05:00:00.000Z","50 MB ZIP · 100 MB expanded · 500 XMP files · 2 MB per XMP · 5,000 entries · 240-character paths","7","1","0","24","Profiles/restricted-profile.xmp","874","8259607fab0cc5872bfa3a846d040d2859dafa69a1f8f82be204ffb9749310f4","c7f67a6d62ab452b8732b1df5c9fd4fa725840e2a73de57723b5b84b8747a081","Profile Review","Fictional Studio Set","FICTIONAL-PROFILE","Normal","15.4","Fictional Preset Exporter 1.0","Fictional Camera Profile","SupportsAmount=true | SupportsColor=true | SupportsMonochrome=false | SupportsHighDynamicRange= | SupportsNormalDynamicRange= | SupportsSceneReferred= | SupportsOutputReferred= | RequiresRGBTables= | CameraModelRestriction=","crs=http://ns.adobe.com/camera-raw-settings/1.0/ | rdf=http://www.w3.org/1999/02/22-rdf-syntax-ns# | x=adobe:ns:meta/ | xmp=http://ns.adobe.com/xap/1.0/","4","CameraProfile | Contrast2012 | Exposure2012 | Texture","CameraProfile | Contrast2012 | Exposure2012 | Group | HasSettings | Name | PresetType | ProcessVersion | SupportsAmount | SupportsColor | SupportsMonochrome | Texture | UUID","review","compatibility-restriction","review","SupportsMonochrome=false"
